pageid,pagetitle,revisionid,timestamp,comment,type,editentity,parentid
496,Q309,91653,2016-11-03T14:31:34Z,b'/* wbsetaliases-add:1|pam */ kasalesayan',add,aliase,400388260
496,Q309,145228,2016-11-21T19:32:31Z,b'/* wbsetsitelink-remove:1|ruwikiversity */ \xd0\x9f\xd0\xbe\xd1\x80\xd1\x82\xd0\xb0\xd0\xbb:\xd0\x98\xd1\x81\xd1\x82\xd0\xbe\xd1\x80\xd0\xb8\xd1\x8f',remove,sitelink,400388268
496,Q309,410196447,2016-11-22T04:14:54Z,b'/* wbsetclaim-create:2||1 */ [[Property:P349]]: tagalog',create,claim,410096238
496,Q309,12229,2016-11-23T11:38:30Z,b'/* wbsetlabel-set:1|be */ \xd0\xb3\xd1\x96\xd1\x81\xd1\x82\xd0\xbe\xd1\x80\xd1\x8b\xd1\x8f',set,label,410196447
496,Q309,148056,2016-11-25T11:16:33Z,b'/* undo:0||410196447|112.198.101.252 */',undo,,410595758
496,Q309,228692,2016-12-20T12:43:58Z,"b'/* wbcreateclaim-create:1| */ [[Property:P3417]]: History, #quickstatements'",create,claim,411140648
496,Q309,228692,2016-12-20T12:44:00Z,"b'/* wbsetreference-add:2| */ [[Property:P3417]]: History, #quickstatements'",add,reference,418319902
496,Q309,54239,2017-01-06T19:43:20Z,"b'/* wbsetdescription-add:1|bg */ \xd1\x85\xd1\x83\xd0\xbc\xd0\xb0\xd0\xbd\xd0\xb8\xd1\x82\xd0\xb0\xd1\x80\xd0\xbd\xd0\xb0 \xd0\xbd\xd0\xb0\xd1\x83\xd0\xba\xd0\xb0, \xd0\xb7\xd0\xb0\xd0\xbd\xd0\xb8\xd0\xbc\xd0\xb0\xd0\xb2\xd0\xb0\xd1\x89\xd0\xb0 \xd1\x81\xd0\xb5 \xd1\x81 \xd0\xb8\xd0\xb7\xd1\x83\xd1\x87\xd0\xb0\xd0\xb2\xd0\xb0\xd0\xbd\xd0\xb5\xd1\x82\xd0\xbe \xd0\xbd\xd0\xb0 \xd0\xbc\xd0\xb8\xd0\xbd\xd0\xb0\xd0\xbb\xd0\xbe\xd1\x82\xd0\xbe'",add,description,418319903
496,Q309,2785724,2017-01-20T00:53:21Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Histori, #mix'n'match""",create,claim,424995499
496,Q309,2785724,2017-01-20T00:53:44Z,"b""/* wbcreateclaim-create:1| */ [[Property:P3417]]: Istorie, #mix'n'match""",create,claim,433127358
496,Q309,4272,2017-01-22T02:51:48Z,b'/* wbremoveclaims-remove:1| */ [[Property:P1036]]: 900',remove,claim,433127396
496,Q309,4272,2017-01-22T05:55:12Z,b'/* undo:0||434143077|Lankiveil */',undo,,434143077
496,Q309,469872,2017-01-23T17:38:03Z,b'/* wbsetsitelink-add:1|nlwikinews */ Categorie:Geschiedenis',add,sitelink,434238582
496,Q309,4279,2017-01-25T15:24:46Z,"b""/* wbcreateclaim-create:1| */ [[Property:P1617]]: 03eb3674-6190-4cd7-8104-1a00991d67a3, #mix'n'match""",create,claim,435238965
496,Q309,2785724,2017-01-30T04:38:40Z,b'/* wbremoveclaims-remove:1| */ [[Property:P3417]]: Istorie',remove,claim,436071052
496,Q309,2785724,2017-01-30T04:38:42Z,b'/* wbremoveclaims-remove:1| */ [[Property:P3417]]: Histori',remove,claim,439118232
498,Q311,24059,2016-10-23T06:08:06Z,b'/* wbeditentity-update:0| */ Bot: setting proper label for eu',update,label,370967635
498,Q311,13330,2016-10-26T12:25:24Z,b'/* wbsetclaim-create:2||1 */ [[Property:P1329]]: +33-1-55-25-82-10',create,claim,393090796
498,Q311,13330,2016-10-26T12:25:40Z,b'/* wbsetclaim-update:2||1|1 */ [[Property:P1329]]: +33-1-55-25-82-10',update,claim,396000557
